component_name,component_link,Boost_Clock,Case_Expansion_Slot_Width,Chipset,Color,Cooling,Core_Clock,DisplayPort_Outputs,Effective_Memory_Clock,External_Power,Frame_Sync,HDMI_Outputs,Inferred_,Interface,Length,Manufacturer,Memory,Memory_Type,Part_#_#,SLI_CrossFire,TDP,Total_Slot_Width,,,
,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd,2490 MHz,2,GeForce RTX 4070,Black,3 Fans,1920 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N4070WF3OC-12GD,,200 W,3,,,
,https://pcpartpicker.com/product/HZZXsY/galax-ex-gamer-white-geforce-rtx-4070-12-gb-video-card-47nom7md7kwh,2550 MHz,2,GeForce RTX 4070,White,3 Fans,1920 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,323 mm,GALAX,12 GB,GDDR6X,47NOM7MD7KWH,,200 W,3,,,
,https://pcpartpicker.com/product/9YVmP6/msi-ventus-3x-oc-geforce-rtx-4080-16-gb-video-card-rtx-4080-16gb-ventus-3x-oc,,3,GeForce RTX 4080,Black,3 Fans,2205 MHz,,22400 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,322 mm,MSI,16 GB,GDDR6X,RTX 4080 16GB VENTUS 3X OC; G408016V3XC; GeForce RTX 4080 16GB VENTUS 3X OC; V511-009R,,320 W,3,,,
,https://pcpartpicker.com/product/xfy8TW/powercolor-red-devil-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-eoc,3060 MHz,2,Radeon RX 9070 XT,Black / Red,3 Fans,2460 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-E/OC; RX9070XT 16GB-E/OC,,304 W,4,,,
,https://pcpartpicker.com/product/n9cBD3/msi-shadow-2x-oc-geforce-rtx-5070-12-gb-video-card-rtx-5070-12g-shadow-2x-oc,,2,GeForce RTX 5070,Black,2 Fans,2557 MHz,,28000 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,231 mm,MSI,12 GB,GDDR7,RTX 5070 12G SHADOW 2X OC; GEFORCE RTX 5070 12G SHADOW 2X OC,,250 W,3,,,
,https://pcpartpicker.com/product/pD8bt6/msi-geforce-rtx-3060-ventus-2x-12g-geforce-rtx-3060-12gb-12-gb-video-card-rtx3060ventus2x12goc,1777 MHz,2,GeForce RTX 3060 12GB,Black,2 Fans,1320 MHz,3,15000 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,235 mm,MSI,12 GB,GDDR6,RTX3060Ventus2X12GOC; GeForce RTX 3060 VENTUS 2X 12G OC; V397-022R; 912-V397-039,,170 W,2,,,
,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,3060 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,2,,PCIe x16,331 mm,Sapphire,16 GB,GDDR6,11348-01-20G,,330 W,4,,,
,https://pcpartpicker.com/product/ncZ9TW/pny-xlr8-gaming-verto-epic-x-rgb-oc-geforce-rtx-4070-ti-12-gb-video-card-vcg4070t12tfxxpb1-o,2670 MHz,3,GeForce RTX 4070 Ti,Black,3 Fans,2310 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,332 mm,PNY,12 GB,GDDR6X,VCG4070T12TFXXPB1-O,,285 W,4,,,
,https://pcpartpicker.com/product/rNjRsY/asus-tuf-gaming-oc-geforce-rtx-4080-super-16-gb-video-card-tuf-rtx4080s-o16g-gaming,2640 MHz,2,GeForce RTX 4080 SUPER,Black,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR6X,tuf-rtx4080s-o16g-gaming; 90YV0KA0-M0NA00; 90YV0KA0-M0AA00,,320 W,4,,,
,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,3060 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,288 mm,Gigabyte,16 GB,GDDR6,GV-R9070XTGAMING OC-16GD,,304 W,3,,,
,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,3060 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,288 mm,Gigabyte,16 GB,GDDR6,GV-R9070XTGAMING OC-16GD,,304 W,3,,,
,https://pcpartpicker.com/product/N9xRsY/xfx-speedster-merc-310-black-edition-radeon-rx-7900-xt-20-gb-video-card-rx-79tmercb9,2560 MHz,2,Radeon RX 7900 XT,Black / Silver,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,344 mm,XFX,20 GB,GDDR6,RX-79TMERCB9,,300 W,3,,,
,https://pcpartpicker.com/product/79448d/asus-geforce-rtx-2060-6-gb-phoenix-fan-video-card-ph-rtx2060-6g,1710 MHz,2,GeForce RTX 2060,Black / White,1 Fan,1365 MHz,1,14000 MHz,1 x PCIe 8-pin,G-Sync,2,,PCIe x16,177 mm,Asus,6 GB,GDDR6,PH-RTX2060-6G; 90YV0CJ0-M0NA00,,160 W,2,,,
,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,2430 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,335 mm,XFX,16 GB,GDDR6,RX-78TQICKF9,,263 W,3,,,
,https://pcpartpicker.com/product/94hv6h/gigabyte-aero-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408saero-oc-16gd,2595 MHz,2,GeForce RTX 4080 SUPER,White / Silver,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,342 mm,Gigabyte,16 GB,GDDR6X,GV-N408SAERO OC-16GD,,320 W,4,,,
,https://pcpartpicker.com/product/rQQKHx/asus-dual-evo-oc-geforce-rtx-4060-8-gb-video-card-dual-rtx4060-o8g-evo,2535 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,227 mm,Asus,8 GB,GDDR6,DUAL-RTX4060-O8G-EVO; 90YV0JC7-M0NA00; 90YV0JC7-MVAA00,,115 W,3,,,
,https://pcpartpicker.com/product/xh3NnQ/gigabyte-aero-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060aero-oc-8gd,,2,GeForce RTX 4060,White,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060AERO OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/bNcMnQ/evga-video-card-08gp46286,1860 MHz,2,GeForce GTX 1080,Black / Silver,2 Fans,1721 MHz,3,10000 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,267 mm,EVGA,8 GB,GDDR5X,08G-P4-6286; 08G-P4-6286-KR,2-way SLI Capable,215 W,2,,,
,https://pcpartpicker.com/product/FnLdnQ/gigabyte-windforce-oc-geforce-rtx-4070-12-gb-video-card-gv-n4070wf3oc-12gd,2490 MHz,2,GeForce RTX 4070,Black,3 Fans,1920 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N4070WF3OC-12GD,,200 W,3,,,
,https://pcpartpicker.com/product/WRfp99/sapphire-video-card-1003732l,940 MHz,2,Radeon R9 280,Black / Silver,2 Fans,850 MHz,1,5000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,None,1,,PCIe x16,261 mm,Sapphire,3 GB,GDDR5,100373-2L,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,200 W,2,,,
,https://pcpartpicker.com/product/WbxxFT/asrock-phantom-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-pgw-20go,2450 MHz,2,Radeon RX 7900 XT,White,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,330 mm,ASRock,20 GB,GDDR6,RX7900XT PGW 20GO; 90-GA4XZZ-00UANF,,300 W,3,,,
,https://pcpartpicker.com/product/LLpQzy/xfx-speedster-qick-319-black-radeon-rx-7700-xt-12-gb-video-card-rx-77tqickb9,2599 MHz,2,Radeon RX 7700 XT,Black,3 Fans,1700 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,335 mm,XFX,12 GB,GDDR6,RX-77TQICKB9,,245 W,3,,,
,https://pcpartpicker.com/product/ycYfrH/msi-gaming-trio-oc-plus-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-gaming-trio-oc-plus,2580 MHz,2,GeForce RTX 5070 Ti,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,338 mm,MSI,16 GB,GDDR7,GeForce RTX 5070 Ti 16G GAMING TRIO OC PLUS; RTX 5070 Ti 16G GAMING TRIO OC PLUS; G507T-16GTCP; 912-V531-056; V531-058R,,300 W,3,,,
,https://pcpartpicker.com/product/xh3NnQ/gigabyte-aero-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060aero-oc-8gd,,2,GeForce RTX 4060,White,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060AERO OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/T7RnTW/xfx-swift-radeon-rx-9070-xt-16-gb-video-card-rx-97tswf3b9,2970 MHz,2,Radeon RX 9070 XT,Black,3 Fans,1660 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,325 mm,XFX,16 GB,GDDR6,RX-97TSWF3B9,,304 W,4,,,
,https://pcpartpicker.com/product/hbDQzy/gigabyte-aero-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407saero-oc-12gd,2565 MHz,2,GeForce RTX 4070 SUPER,White / Silver,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,300 mm,Gigabyte,12 GB,GDDR6X,GV-N407SAERO OC-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/bfLFf7/msi-gaming-x-trio-radeon-rx-6750-xt-12-gb-video-card-radeon-rx-6750-xt-gaming-x-trio-12g,2623 MHz,2,Radeon RX 6750 XT,Silver / Black,3 Fans,2150 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,327 mm,MSI,12 GB,GDDR6,Radeon RX 6750 XT GAMING X TRIO 12G; V399-003R; RX 6750 XT GAMING X TRIO 12G,,250 W,3,,,
,https://pcpartpicker.com/product/7FBG3C/asus-tuf-gaming-oc-geforce-rtx-4080-16-gb-video-card-tuf-rtx4080-o16g-gaming,2625 MHz,2,GeForce RTX 4080,Black,3 Fans,2205 MHz,,22400 MHz,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,348 mm,Asus,16 GB,GDDR6X,TUF-RTX4080-O16G-GAMING; 90YV0IB0-M0NA00; 90YV0IB0-M0AA00,,320 W,4,,,
,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,3060 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,288 mm,Gigabyte,16 GB,GDDR6,GV-R9070XTGAMING OC-16GD,,304 W,3,,,
,https://pcpartpicker.com/product/w8hFf7/gigabyte-gaming-oc-radeon-rx-7900-xt-20-gb-video-card-gv-r79xtgaming-oc-20gd,2535 MHz,2,Radeon RX 7900 XT,Black,3 Fans,2000 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,331 mm,Gigabyte,20 GB,GDDR6,GV-R79XTGAMING OC-20GD,,300 W,3,,,
,https://pcpartpicker.com/product/8nhKHx/evga-geforce-rtx-2070-8gb-xc-gaming-video-card-08g-p4-2172-kr,1710 MHz,2,GeForce RTX 2070,Clear / Black,2 Fans,1410 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,269 mm,EVGA,8 GB,GDDR6,08G-P4-2172-KR,,185 W,2,,,
,https://pcpartpicker.com/product/7s88TW/msi-ventus-2x-black-oc-geforce-rtx-4060-8-gb-video-card-rtx-4060-ventus-2x-black-8g-oc,2505 MHz,2,GeForce RTX 4060,Black,2 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,199 mm,MSI,8 GB,GDDR6,RTX 4060 VENTUS 2X BLACK 8G OC; GeForce RTX 4060 VENTUS 2X BLACK 8G OC; 912-V516-004; V516-004R; G4060V2XB8C,,115 W,2,,,
,https://pcpartpicker.com/product/29wqqs/xfx-radeon-rx-480-8gb-rs-video-card-rx-480p8lfb6,1288 MHz,2,Radeon RX 480,Black,2 Fans,1120 MHz,3,8000 MHz,1 x PCIe 8-pin,FreeSync,1,,PCIe x16,240 mm,XFX,8 GB,GDDR5,RX-480P8LFB6,4-way CrossFire Capable; 3-way CrossFire Capable; 2-way CrossFire Capable,150 W,2,,,
,https://pcpartpicker.com/product/94hv6h/gigabyte-aero-oc-geforce-rtx-4080-super-16-gb-video-card-gv-n408saero-oc-16gd,2595 MHz,2,GeForce RTX 4080 SUPER,White / Silver,3 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,342 mm,Gigabyte,16 GB,GDDR6X,GV-N408SAERO OC-16GD,,320 W,4,,,
,https://pcpartpicker.com/product/HCkH99/gigabyte-windforce-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407swf3oc-12gd,2505 MHz,2,GeForce RTX 4070 SUPER,Black,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N407SWF3OC-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/c6XMnQ/asus-prime-oc-geforce-rtx-5070-ti-16-gb-video-card-prime-rtx5070ti-o16g,2527 MHz,2,GeForce RTX 5070 Ti,Black / White,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,306 mm,Asus,16 GB,GDDR7,prime-rtx5070ti-o16g; 90YV0MF0-M0NA00,,300 W,3,,,
,https://pcpartpicker.com/product/fKp323/msi-geforce-gtx-1070-8gb-video-card-gtx-1070-gaming-x-8g,1797 MHz,2,GeForce GTX 1070,Black / Red,2 Fans,1506 MHz,3,8108 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,279 mm,MSI,8 GB,GDDR5,GTX 1070 GAMING X 8G; GeForce GTX 1070 GAMING X 8G; V330-001R,2-way SLI Capable,150 W,2,,,
,https://pcpartpicker.com/product/Hc7scf/asus-dual-oc-geforce-rtx-4070-super-12-gb-video-card-dual-rtx4070s-o12g,2550 MHz,2,GeForce RTX 4070 SUPER,Black,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,267 mm,Asus,12 GB,GDDR6X,dual-rtx4070s-o12g; 90YV0K82-M0NA00; 90YV0K82-M0AA00,,220 W,3,,,
,https://pcpartpicker.com/product/kFXV3C/asus-tuf-gaming-og-oc-geforce-rtx-4090-24-gb-video-card-tuf-rtx4090-o24g-og-gaming,2595 MHz,2,GeForce RTX 4090,Black,3 Fans,2235 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,326 mm,Asus,24 GB,GDDR6X,TUF-RTX4090-O24G-OG-GAMING; 90YV0IY3-M0NA00,,450 W,4,,,
,https://pcpartpicker.com/product/JgsnTW/gigabyte-geforce-rtx-2070-super-8-gb-gaming-oc-video-card-gv-n207sgaming-oc-8gc,1815 MHz,2,GeForce RTX 2070 SUPER,Black,3 Fans,1605 MHz,3,14000 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,286 mm,Gigabyte,8 GB,GDDR6,GV-N207SGAMING OC-8GC,2-way SLI Capable,215 W,3,,,
,https://pcpartpicker.com/product/xh3NnQ/gigabyte-aero-oc-geforce-rtx-4060-8-gb-video-card-gv-n4060aero-oc-8gd,,2,GeForce RTX 4060,White,3 Fans,1830 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,281 mm,Gigabyte,8 GB,GDDR6,GV-N4060AERO OC-8GD,,115 W,2,,,
,https://pcpartpicker.com/product/ZQPv6h/sapphire-nitro-radeon-rx-9070-xt-16-gb-video-card-11348-01-20g,3060 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,1 x PCIe 16-pin 12VHPWR,FreeSync,2,,PCIe x16,331 mm,Sapphire,16 GB,GDDR6,11348-01-20G,,330 W,4,,,
,https://pcpartpicker.com/product/9ksV3C/asus-tuf-gaming-oc-geforce-rtx-4070-ti-super-16-gb-video-card-tuf-rtx4070tis-o16g-gaming,2670 MHz,2,GeForce RTX 4070 Ti SUPER,Black,3 Fans,2340 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,305 mm,Asus,16 GB,GDDR6X,tuf-rtx4070tis-o16g-gaming; 90YV0KF0-M0AA00; 90YV0KF0-M0NA00,,285 W,4,,,
,https://pcpartpicker.com/product/DpmNnQ/msi-gaming-x-slim-geforce-rtx-4060-ti-16-gb-video-card-rtx-4060-ti-gaming-x-slim-16g,2685 MHz,2,GeForce RTX 4060 Ti,Black,3 Fans,2310 MHz,,,1 x PCIe 8-pin,G-Sync,,,PCIe x16,307 mm,MSI,16 GB,GDDR6,RTX 4060 Ti GAMING X SLIM 16G; GeForce RTX 4060 Ti GAMING X SLIM 16G; 912-V517-011; V517-002R,,165 W,3,,,
,https://pcpartpicker.com/product/BFWrxr/gigabyte-geforce-gtx-1070-ti-8gb-video-card-gv-n107tgaming-oc-8gd,1733 MHz,2,GeForce GTX 1070 Ti,Black / Orange,3 Fans,1645 MHz,3,8008 MHz,1 x PCIe 8-pin,G-Sync,1,,PCIe x16,280 mm,Gigabyte,8 GB,GDDR5,GV-N107TGAMING OC-8GD,2-way SLI Capable,180 W,2,,,
,https://pcpartpicker.com/product/TmDnTW/sapphire-pure-radeon-rx-9070-xt-16-gb-video-card-11348-02-20g,3010 MHz,3,Radeon RX 9070 XT,White,3 Fans,2460 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-02-20G,,317 W,3,,,
,https://pcpartpicker.com/product/6PkWGX/sapphire-radeon-rx-6950-xt-16-gb-nitro-video-card-11317-04-20g,2435 MHz,3,Radeon RX 6950 XT,White / Black,3 Fans,1890 MHz,,,2 x PCIe 8-pin + 1 x PCIe 6-pin,FreeSync,1,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11317-04-20G,,405 W,4,,,
,https://pcpartpicker.com/product/h7RnTW/gigabyte-gaming-oc-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-oc-16gd,3060 MHz,2,Radeon RX 9070 XT,Black,3 Fans,2520 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,288 mm,Gigabyte,16 GB,GDDR6,GV-R9070XTGAMING OC-16GD,,304 W,3,,,
,https://pcpartpicker.com/product/r7WmP6/msi-gaming-trio-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-gaming-trio-oc,,2,GeForce RTX 5090,Black / Silver,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,359 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G GAMING TRIO OC; G5090-32GTC; RTX 5090 32G GAMING TRIO OC; 912-V530-014; V530-014R,,575 W,4,,,
,https://pcpartpicker.com/product/7P3WGX/gigabyte-gaming-oc-geforce-rtx-5080-16-gb-video-card-gv-n5080gaming-oc-16gd,,3,GeForce RTX 5080,Black,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,340 mm,Gigabyte,16 GB,GDDR7,GV-N5080GAMING OC-16GD,,360 W,4,,,
,https://pcpartpicker.com/product/Bvjv6h/sapphire-pulse-radeon-rx-9070-xt-16-gb-video-card-11348-03-20g,2970 MHz,3,Radeon RX 9070 XT,Black,3 Fans,2400 MHz,,,2 x PCIe 8-pin,FreeSync,2,,PCIe x16,320 mm,Sapphire,16 GB,GDDR6,11348-03-20G,,304 W,3,,,
,https://pcpartpicker.com/product/XxQKHx/xfx-speedster-qick-309-radeon-rx-7600-xt-16-gb-video-card-rx-76tqickbp,2810 MHz,2,Radeon RX 7600 XT,Black,3 Fans,1720 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,302 mm,XFX,16 GB,GDDR6,RX-76TQICKBP,,190 W,3,,,
,https://pcpartpicker.com/product/QHDQzy/nvidia-founders-edition-geforce-rtx-4070-super-12-gb-video-card-900-1g141-2534-000,2480 MHz,2,GeForce RTX 4070 SUPER,Black / Silver,2 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,244 mm,NVIDIA,12 GB,GDDR6X,900-1G141-2534-000,,220 W,2,,,
,https://pcpartpicker.com/product/QD2j4D/nvidia-founders-edition-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-founders-edition,2407 MHz,2,GeForce RTX 5090,Black / Silver,2 Fans,2017 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,32 GB,GDDR7,GeForce RTX 5090 Founders Edition; 900-1G144-2530-000; 9001G14425300CA; 9001G1442530SCS,,575 W,3,,,
,https://pcpartpicker.com/product/6nWzK8/nvidia-founders-edition-geforce-rtx-4080-16-gb-video-card-900-1g136-2560-000,2510 MHz,3,GeForce RTX 4080,Black / Silver,2 Fans,2210 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,16 GB,GDDR6X,900-1G136-2560-000; 9001G13625600CA,,320 W,3,,,
,https://pcpartpicker.com/product/xfy8TW/powercolor-red-devil-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-eoc,3060 MHz,2,Radeon RX 9070 XT,Black / Red,3 Fans,2460 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-E/OC; RX9070XT 16GB-E/OC,,304 W,4,,,
,https://pcpartpicker.com/product/jcYfrH/msi-ventus-3x-oc-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-32g-ventus-3x-oc,,3,GeForce RTX 5090,Silver / Black,3 Fans,2010 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,325 mm,MSI,32 GB,GDDR7,GeForce RTX 5090 32G VENTUS 3X OC; RTX 5090 32G VENTUS 3X OC; G5090-32V3C; V530-060R,,575 W,4,,,
,https://pcpartpicker.com/product/Cpbypg/asus-prime-geforce-rtx-5070-ti-16-gb-video-card-prime-rtx5070ti-16g,2482 MHz,2,GeForce RTX 5070 Ti,Black / White,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,306 mm,Asus,16 GB,GDDR7,prime-rtx5070ti-16g; 90YV0MF1-M0NA00; 90YV0MF1-M0AA00,,300 W,3,,,
,https://pcpartpicker.com/product/HCkH99/gigabyte-windforce-oc-geforce-rtx-4070-super-12-gb-video-card-gv-n407swf3oc-12gd,2505 MHz,2,GeForce RTX 4070 SUPER,Black,3 Fans,1980 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,261 mm,Gigabyte,12 GB,GDDR6X,GV-N407SWF3OC-12GD,,220 W,3,,,
,https://pcpartpicker.com/product/KBtWGX/evga-geforce-gtx-1080-ti-11gb-ftw-gaming-icx-video-card-11g-p4-6696-kr,1683 MHz,2,GeForce GTX 1080 Ti,Silver,3 Fans,1569 MHz,3,11016 MHz,2 x PCIe 8-pin,G-Sync,1,,PCIe x16,300 mm,EVGA,11 GB,GDDR5X,11G-P4-6696-KR,2-way SLI Capable,250 W,2,,,
,https://pcpartpicker.com/product/MQwmP6/xfx-speedster-merc-319-black-radeon-rx-7800-xt-16-gb-video-card-rx-78tmercb9,2565 MHz,2,Radeon RX 7800 XT,Black / Silver,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,326 mm,XFX,16 GB,GDDR6,RX-78TMERCB9,,263 W,3,,,
,https://pcpartpicker.com/product/fpbCmG/evga-geforce-rtx-2080-super-8-gb-black-gaming-video-card-08g-p4-3081-kr,1815 MHz,2,GeForce RTX 2080 SUPER,Black,2 Fans,1650 MHz,3,15500 MHz,1 x PCIe 8-pin + 1 x PCIe 6-pin,G-Sync,1,,PCIe x16,270 mm,EVGA,8 GB,GDDR6,08G-P4-3081-KR,2-way SLI Capable,250 W,2,,,
,https://pcpartpicker.com/product/9ZZXsY/msi-ventus-3x-oc-geforce-rtx-4070-12-gb-video-card-rtx-4070-ventus-3x-12g-oc,,2,GeForce RTX 4070,Silver / Black,3 Fans,1920 MHz,,2520 MHz,1 x PCIe 8-pin,G-Sync,,,PCIe x16,308 mm,MSI,12 GB,GDDR6X,RTX 4070 VENTUS 3X 12G OC; GeForce RTX 4070 VENTUS 3X 12G OC; V513-057R,,200 W,2,,,
,https://pcpartpicker.com/product/ybjv6h/asus-tuf-gaming-oc-geforce-rtx-5070-ti-16-gb-video-card-tuf-rtx5070ti-o16g-gaming,2610 MHz,2,GeForce RTX 5070 Ti,Black / Silver,3 Fans,2300 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,329 mm,Asus,16 GB,GDDR7,tuf-rtx5070ti-o16g-gaming; 90YV0MD0-M0NA00; 90YV0MD0-M0AA00,,300 W,4,,,
,https://pcpartpicker.com/product/QD2j4D/nvidia-founders-edition-geforce-rtx-5090-32-gb-video-card-geforce-rtx-5090-founders-edition,2407 MHz,2,GeForce RTX 5090,Black / Silver,2 Fans,2017 MHz,,,1 x PCIe 16-pin 12VHPWR,G-Sync,,,PCIe x16,304 mm,NVIDIA,32 GB,GDDR7,GeForce RTX 5090 Founders Edition; 900-1G144-2530-000; 9001G14425300CA; 9001G1442530SCS,,575 W,3,,,
,https://pcpartpicker.com/product/GYfxFT/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickf9,2430 MHz,2,Radeon RX 7800 XT,Black,3 Fans,1295 MHz,,,2 x PCIe 8-pin,FreeSync,,,PCIe x16,335 mm,XFX,16 GB,GDDR6,RX-78TQICKF9,,263 W,3,,,
,https://pcpartpicker.com/product/xfy8TW/powercolor-red-devil-oc-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16g-eoc,3060 MHz,2,Radeon RX 9070 XT,Black / Red,3 Fans,2460 MHz,,,3 x PCIe 8-pin,FreeSync,,,PCIe x16,340 mm,PowerColor,16 GB,GDDR6,RX9070XT 16G-E/OC; RX9070XT 16GB-E/OC,,304 W,4,,,
