Build Title,Component,Product Name,Link
Christmas/Black Friday white pc,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
Clean White $2k build,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
Cleopatra - Black & White,Case,Unknown,https://pcpartpicker.com/product/nqcG3C/thermaltake-core-p3-tg-pro-snow-atx-mid-tower-case-ca-1g4-00m6wn-09
College PC,Power Supply,Unknown,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na
College Terra Build,Video Card,Missing,No Link
Compact Server,Power Supply,Unknown,https://pcpartpicker.com/product/cLTmP6/seasonic-power-supply-ss560kmactivepfcf3
Compact Server,Video Card,Missing,No Link
Computer-1 Hoptimist,Power Supply,Unknown,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
Constellation Machine,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
Corsair m-ATX build,Case,Unknown,https://pcpartpicker.com/product/8xWfrH/corsair-crystal-280x-rgb-microatx-mid-tower-case-cc-9011137-ww
Corsair m-ATX build,Power Supply,Unknown,https://pcpartpicker.com/product/KqbTwP/evga-supernova-850-g6-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-0850-x1
Couch Gaming PC,Power Supply,Unknown,https://pcpartpicker.com/product/rBs8TW/silverstone-sx500-g-500-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx500-g
Current,Power Supply,Unknown,https://pcpartpicker.com/product/sMM323/evga-supernova-550-g3-550-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-0550
Current Build - Built October 2023,Power Supply,Unknown,https://pcpartpicker.com/product/PxBrxr/seasonic-prime-titanium-1000w-80-titanium-certified-fully-modular-atx-power-supply-ssr-1000td
Current PC,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Current Pc,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
Current Primary Build (Completed March 2025),Power Supply,Unknown,https://pcpartpicker.com/product/MDCZxr/asrock-phantom-gaming-pg-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-pg-1000g
Current Secondary Build,Power Supply,Unknown,https://pcpartpicker.com/product/XCjG3C/evga-500-w1-500-w-80-certified-atx-power-supply-100-w1-0500-kr
Current rig,Case,Unknown,https://pcpartpicker.com/product/sY9tt6/corsair-275r-airflow-atx-mid-tower-case-cc-9011181-ww
Current rig,Power Supply,Unknown,https://pcpartpicker.com/product/6Y66Mp/corsair-rm750-2019-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020195-na
Current setup.,Power Supply,Unknown,https://pcpartpicker.com/product/rGFmP6/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020276-na
Custom <£600 Build (Ryzen 5 5600/Radeon RX 6600),Power Supply,Missing,No Link
Custom Build #3,Power Supply,Unknown,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na
Custom Build #3,Video Card,Missing,No Link
Custom Star War Mid Tier Gaming PC,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
DA6,Power Supply,Unknown,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na
DM PC Build,Power Supply,Unknown,https://pcpartpicker.com/product/jfHp99/corsair-rm750e-2025-750-w-fully-modular-atx-power-supply-cp-9020295-na
DankDevito's First custom PC build - 2022,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
Dark Aether,Power Supply,Unknown,https://pcpartpicker.com/product/kDvD4D/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020275-na
Dark Star,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
Dark White,Case,Unknown,https://pcpartpicker.com/product/PgbTwP/lian-li-o11-dynamic-mini-snow-edition-atx-mid-tower-case-o11d-mini-s
Dark White,Power Supply,Unknown,https://pcpartpicker.com/product/Xsn8TW/evga-supernova-650-ga-650-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0650-x1
Delveblight (first pc build),Power Supply,Unknown,https://pcpartpicker.com/product/3Hwkcf/corsair-cx550f-550-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020216-na
Density 85,Power Supply,Unknown,https://pcpartpicker.com/product/Q36qqs/cooler-master-v850-sfx-gold-850-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-8501-sfhagv-us
Dinamic // Unraid Server // 42TB (+14TB Parity),Video Card,Missing,No Link
Doug,Case,Unknown,https://pcpartpicker.com/product/JJNgXL/fractal-design-define-7-xl-dark-atx-full-tower-case-fd-c-def7x-03
Doug,Power Supply,Unknown,https://pcpartpicker.com/product/Vq38TW/corsair-rm1000x-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020094-na
Downsized: Emulation / Game Box,Power Supply,Unknown,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
Durin's Bane,Power Supply,Unknown,https://pcpartpicker.com/product/FPYmP6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020235-na
EPYC ECC Truenas 8+2,CPU,Missing,No Link
EPYC ECC Truenas 8+2,Case,Missing,No Link
EPYC ECC Truenas 8+2,Memory,Missing,No Link
EPYC ECC Truenas 8+2,Motherboard,Missing,No Link
EPYC ECC Truenas 8+2,Power Supply,Missing,No Link
EPYC ECC Truenas 8+2,Storage,Missing,No Link
EPYC ECC Truenas 8+2,Video Card,Missing,No Link
EVGA 25 Dark,Power Supply,Unknown,https://pcpartpicker.com/product/zKTp99/evga-supernova-1600-p-1600-w-80-platinum-certified-fully-modular-atx-power-supply-220-pp-1600-x1
EXE,Power Supply,Unknown,https://pcpartpicker.com/product/f7L7YJ/corsair-hx1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020140-na
Edoras - 9800X3D + RTX 5080 + 4K OLED,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Eli's Gaming PC,Power Supply,Unknown,https://pcpartpicker.com/product/R4Gbt6/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020231-na
Elite Gaming PC,Power Supply,Unknown,https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us
Eva's build,Power Supply,Unknown,https://pcpartpicker.com/product/9KGbt6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020232-na
Evans $500 Build,Power Supply,Unknown,https://pcpartpicker.com/product/Wbhj4D/thermaltake-smart-500-w-80-certified-atx-power-supply-ps-spd-0500npcwus-w
"Event Horizon - T1 2.1, 9800X3D, 9070XT, 32GB",Case,Missing,No Link
FLIP VII | i9-12900K | RTX 3090,Case,Missing,No Link
FLIP VII | i9-12900K | RTX 3090,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
FLIP VIII | R7 5700X3D | RTX 4070S,Power Supply,Unknown,https://pcpartpicker.com/product/7Dx9TW/corsair-rm850x-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020093-na
Facebook Marketplace Find,Case,Unknown,https://pcpartpicker.com/product/tnWrxr/thermaltake-view-71-tg-rgb-atx-full-tower-case-ca-1i7-00f1wn-01
Facebook Marketplace Find,Power Supply,Unknown,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na
Faded Glory (Wife PC) - 2022 > 2024,Power Supply,Unknown,https://pcpartpicker.com/product/9htQzy/be-quiet-straight-power-11-750w-80-gold-certified-fully-modular-atx-power-supply-bn283
Finished Build MK.1,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
"First Budget White Build, for 1440p",Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
First Build (2018 edition),Power Supply,Unknown,https://pcpartpicker.com/product/dMM323/evga-supernova-750-g3-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-0750
"First Build - 13700kf, rx 7700xt",Power Supply,Unknown,https://pcpartpicker.com/product/YYZ9TW/nzxt-c850-2022-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g1bb-us
First Build - 9800x3d - RTX 5090,Power Supply,Unknown,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na
First Build - Upgrade,Power Supply,Unknown,https://pcpartpicker.com/product/6Y66Mp/corsair-rm750-2019-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020195-na
First Build - White Prodigy m2022 (for sale),Case,Unknown,https://pcpartpicker.com/product/DwjBD3/bitfenix-prodigy-m-2022-argb-microatx-mini-tower-case-bfc-pm2-300-wwgsw-3a
First Build -9070xt,Power Supply,Unknown,https://pcpartpicker.com/product/nCzXsY/vetroo-gv1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-vt-gv1000bk
First Build I've done in nearly 20 years. (No RGB),Power Supply,Unknown,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na
First Build White/Black 1440p Gaming + Productivity,Power Supply,Unknown,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na
First Build in 2018 & The Progression Until Now,Power Supply,Unknown,https://pcpartpicker.com/product/PvDzK8/evga-supernova-850-g3-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-0850
First Ever Build 2017,Power Supply,Unknown,https://pcpartpicker.com/product/kz7CmG/evga-650-gq-650-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-0650
First Ever Build – The Matching Trio (2012/2013),Power Supply,Unknown,https://pcpartpicker.com/product/3VK7YJ/ocz-power-supply-oczzx850w
First Ever PC Build,Case,Unknown,https://pcpartpicker.com/product/6GC48d/lian-li-lancool-iii-rgb-atx-mid-tower-case-lancool-3r-w
First Ever PC Build,Power Supply,Unknown,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na
First Full (actually any AMD part) AMD build!,Power Supply,Unknown,https://pcpartpicker.com/product/B8YfrH/corsair-rm1000e-2025-1000-w-fully-modular-atx-power-supply-cp-9020297-na
First Full Build,Power Supply,Unknown,https://pcpartpicker.com/product/W4Tp99/gigabyte-ud750gm-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm
First Gaming PC,Case,Unknown,https://pcpartpicker.com/product/Xjprxr/corsair-crystal-460x-rgb-white-atx-mid-tower-case-cc-9011129-ww
First Gaming PC Build!,Power Supply,Unknown,https://pcpartpicker.com/product/VgQG3C/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na
First Gaming PC build,Case,Missing,No Link
First Gaming Setup,Case,Missing,No Link
First ITX Build – Lessons in Thermals & Clearance (2016),Power Supply,Unknown,https://pcpartpicker.com/product/vQjG3C/silverstone-sx600-g-600-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx600-g
First PC,Case,Unknown,https://pcpartpicker.com/product/4fhFf7/corsair-7000d-airflow-atx-mid-tower-case-cc-9011218ww
First PC,Power Supply,Unknown,https://pcpartpicker.com/product/Wbhj4D/thermaltake-smart-500-w-80-certified-atx-power-supply-ps-spd-0500npcwus-w
First PC Build - December 2024,Case,Unknown,https://pcpartpicker.com/product/XMhFf7/lian-li-lancool-ii-mesh-c-performance-atx-mid-tower-case-lancool-ii-mesh-c-performance-x
First PC Build - December 2024,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
First PC Build for 900$,Memory,Missing,No Link
First PC Build for 900$,Motherboard,Missing,No Link
First PC Build for 900$,Video Card,Missing,No Link
First PC Build!! (invested in the long run),Power Supply,Unknown,https://pcpartpicker.com/product/YYZ9TW/nzxt-c850-2022-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g1bb-us
First PC Flip RTX 4060 + Intel 12400f,Power Supply,Unknown,https://pcpartpicker.com/product/3hkwrH/corsair-cx550m-550-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020102-na
First PC build,Power Supply,Unknown,https://pcpartpicker.com/product/64cMnQ/seasonic-focus-plus-gold-750w-80-gold-certified-fully-modular-atx-power-supply-ssr-750fx
First PC build (P2P),Power Supply,Unknown,https://pcpartpicker.com/product/sscG3C/cooler-master-mwe-gold-v2-750-w-80-gold-certified-fully-modular-atx-power-supply-mpe-7501-afaag-us
First PC build (budget),Power Supply,Unknown,https://pcpartpicker.com/product/XCjG3C/evga-500-w1-500-w-80-certified-atx-power-supply-100-w1-0500-kr
First PC build ever! :D Ayanami Rei themed,Power Supply,Unknown,https://pcpartpicker.com/product/rt8H99/evga-750-gq-750-w-80-gold-certified-semi-modular-atx-power-supply-210-gq-0750
First PC dream build,Power Supply,Unknown,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na
First PC-Build,Power Supply,Unknown,https://pcpartpicker.com/product/bGJp99/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020251-na
First Pc Build Y70 Touch,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
First Pc I've Built.,Case,Unknown,https://pcpartpicker.com/product/PgbTwP/lian-li-o11-dynamic-mini-snow-edition-atx-mid-tower-case-o11d-mini-s
First Personal PC (15 yr. old HS Freshman PC Setup),Case,Unknown,https://pcpartpicker.com/product/mpcG3C/fractal-design-pop-air-rgb-atx-mid-tower-case-fd-c-por1a-06
First Real Budget Build All-White (2022),Power Supply,Unknown,https://pcpartpicker.com/product/4ZFKHx/evga-supernova-750-ga-750-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0750-x1
First Real Build,Power Supply,Unknown,https://pcpartpicker.com/product/MfJwrH/evga-supernova-750-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g2-0750-xr
First Time Builder,Power Supply,Unknown,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na
First build  New Case Purple / Black,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
First build (Boba fett theme),Case,Unknown,https://pcpartpicker.com/product/rxdG3C/thermaltake-the-tower-300-matcha-microatx-mini-tower-case-ca-1y4-00sewn-00
First build :3,Power Supply,Unknown,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na
First build in 20 years - Mini ITX build in White,Power Supply,Unknown,https://pcpartpicker.com/product/XNt9TW/lian-li-sp750-750-w-80-gold-certified-fully-modular-sfx-power-supply-sp750w
First build using Arctic,Power Supply,Unknown,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na
First ever build,Power Supply,Unknown,https://pcpartpicker.com/product/zdvqqs/evga-550-b5-550-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0550-v1
First itx build,Power Supply,Unknown,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
First pc,Power Supply,Unknown,https://pcpartpicker.com/product/LxsV3C/corsair-sf850l-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020245-na
First pc I built myself,Power Supply,Unknown,https://pcpartpicker.com/product/W4Tp99/gigabyte-ud750gm-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm
First pc build,Power Supply,Unknown,https://pcpartpicker.com/product/8ZmNnQ/corsair-rm750x-shift-750-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020273-na
First pc build for someone else (2nd ever),Power Supply,Unknown,https://pcpartpicker.com/product/Wbhj4D/thermaltake-smart-500-w-80-certified-atx-power-supply-ps-spd-0500npcwus-w
First pc build 🤍,Power Supply,Unknown,https://pcpartpicker.com/product/MLzhP6/asus-tuf-gaming-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s2-b0na00
First pc build 🤍,Video Card,Missing,No Link
"First time building my own PC! Meet ""Snowstorm""",Case,Unknown,https://pcpartpicker.com/product/wvmmP6/montech-air-100-argb-microatx-mid-tower-case-air-100-argb-white
FirstPC,Case,Unknown,https://pcpartpicker.com/product/Wvqrxr/endorfy-ventum-200-air-atx-mid-tower-case-ey2a002
Flip #1 - Thermaltake Divider Ryzen 5,Power Supply,Unknown,https://pcpartpicker.com/product/JfBrxr/corsair-tx750m-gold-750-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020131-na
"Flip #32, RTX 2070 Super, i7 1700K",Case,Missing,No Link
"Flip #32, RTX 2070 Super, i7 1700K",Memory,Missing,No Link
"Flip #32, RTX 2070 Super, i7 1700K",Power Supply,Missing,No Link
"Flip #32, RTX 2070 Super, i7 1700K",Storage,Missing,No Link
"Flip #33, RTX 3060, R5 3600",Case,Missing,No Link
"Flip #33, RTX 3060, R5 3600",Motherboard,Missing,No Link
"For Dummies, By Dummies",Power Supply,Unknown,https://pcpartpicker.com/product/dCs8TW/seasonic-focus-plus-platinum-750w-80-platinum-certified-fully-modular-atx-power-supply-ssr-750px
Fractal Design North,Power Supply,Unknown,https://pcpartpicker.com/product/p34Zxr/deepcool-px1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-r-pxa00g-fc0b-us
Fractal Design North - Intel i7 14700k - 4090 Build,Power Supply,Unknown,https://pcpartpicker.com/product/zQNxFT/evga-supernova-1000-gt-1000-w-80-gold-certified-fully-modular-atx-power-supply-220-gt-1000-x1
Fractal North - 5090 - New Build,Power Supply,Unknown,https://pcpartpicker.com/product/RLZXsY/nzxt-c1500-1500-w-80-platinum-certified-fully-modular-atx-power-supply-pa-5p1bb-us
Fractal Silence,Power Supply,Unknown,https://pcpartpicker.com/product/dCs8TW/seasonic-focus-plus-platinum-750w-80-platinum-certified-fully-modular-atx-power-supply-ssr-750px
Fractal Terra Ryzen 7 7800X3D RTX 5070 ti OC,Power Supply,Unknown,https://pcpartpicker.com/product/TsTZxr/corsair-sf750-2024-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020284
"Fractal Terra SFF Build With 64GB DDR5-6000 RAM, 7900X3D and RX 7600 for Gaming and Programming",Power Supply,Unknown,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
Friend's pc (complete!),Power Supply,Unknown,https://pcpartpicker.com/product/x96p99/corsair-cx650m-2021-650-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020221-na
Frieza,Case,Missing,No Link
Frieza,Power Supply,Unknown,https://pcpartpicker.com/product/zm7scf/asus-prime-ap-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-ap-750g
Frosty LCD Gaming PC,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Frosty The Nova 🥶❄️,Power Supply,Missing,No Link
Full AMD Linux Desktop,Memory,Missing,No Link
Fully liquid cooled 6800xt pc,Case,Missing,No Link
Gamedev Desktop,Power Supply,Unknown,https://pcpartpicker.com/product/TRfp99/corsair-hx1000i-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020074
Gaming + Work,Power Supply,Unknown,https://pcpartpicker.com/product/FdRFf7/corsair-cx550-2017-550-w-80-bronze-certified-atx-power-supply-cp-9020121-na
Gaming PC 1,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Gaming Sifu Build,Power Supply,Unknown,https://pcpartpicker.com/product/QTLdnQ/nzxt-c1200-2024-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g2bb-us
Gaming System 2022,Power Supply,Unknown,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
Gaming compteur 2025,Power Supply,Unknown,https://pcpartpicker.com/product/nQJkcf/corsair-hx1000-platinum-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020139-na
"Gen. 9 war gestern, hallo Gen. 13!",Power Supply,Unknown,https://pcpartpicker.com/product/FPYmP6/corsair-rm850-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020235-na
Ghostwheel v4,Power Supply,Unknown,https://pcpartpicker.com/product/QdFbt6/evga-supernova-1000-g6-1000-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-1000-x1
Giga RGB PC,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Gizmo's Mega PC,Power Supply,Unknown,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
Gojo,Power Supply,Unknown,https://pcpartpicker.com/product/qDLdnQ/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bb-us
Grandpa’s security server,Case,Missing,No Link
Grandpa’s security server,Video Card,Missing,No Link
Granzon Hybrid Evo XL,Power Supply,Missing,No Link
Grey Matter,Power Supply,Unknown,https://pcpartpicker.com/product/Y4zXsY/corsair-sf1000-2024-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020257
Greyscale,Power Supply,Unknown,https://pcpartpicker.com/product/vwHqqs/thermaltake-toughpower-gf-a3-snow-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0850fnfagu-n
HAF XB Ryzen Ada on Water,Power Supply,Unknown,https://pcpartpicker.com/product/NGCrxr/corsair-hx850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020138-na
HTPC 5.0: My Triumphant Return to PCPartPicker and PC Building,Power Supply,Unknown,https://pcpartpicker.com/product/X9XV3C/thermaltake-toughpower-gf-a3-snow-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-n
HTPC v2 - CoolerMaster NR200,Power Supply,Unknown,https://pcpartpicker.com/product/TxNv6h/corsair-sf450-2018-450-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020181-na
HYTE Y60 3070ti TUF Gaming OC Revamp Build,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
HackMini - Pro | Sub 6L Lunchbox,Power Supply,Unknown,https://pcpartpicker.com/product/HH6p99/silverstone-fx600-platinum-600-w-flex-atx-power-supply-sst-fx600-pt
Hard Tube Build,Power Supply,Unknown,https://pcpartpicker.com/product/jRvdnQ/corsair-rm1000x-2021-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020201-na
Heavener - A Long Needed Upgrade,Power Supply,Unknown,https://pcpartpicker.com/product/6p8H99/evga-supernova-650-p2-650-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0650-x1
Helped my GF build a new PC after her gaming laptop wasn’t cutting it anymore,Power Supply,Unknown,https://pcpartpicker.com/product/26rRsY/corsair-rm850x-2021-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020200-na
Here we go again Build,Power Supply,Unknown,https://pcpartpicker.com/product/vY4Zxr/corsair-rm850x-2024-850-w-fully-modular-atx-power-supply-cp-9020270-na
Heterochromia - Proxmox Server/8 TB NAS [ECC],CPU,Missing,No Link
Heterochromia - Proxmox Server/8 TB NAS [ECC],Memory,Missing,No Link
Heterochromia - Proxmox Server/8 TB NAS [ECC],Video Card,Missing,No Link
High-End Gaming PC with Ryzen 7 7800X3D & RTX 4080 Super,Power Supply,Unknown,https://pcpartpicker.com/product/Vq38TW/corsair-rm1000x-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020094-na
Higz' Build,Power Supply,Unknown,https://pcpartpicker.com/product/Y4zXsY/corsair-sf1000-2024-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020257
Home Build,Power Supply,Unknown,https://pcpartpicker.com/product/7Dx9TW/corsair-rm850x-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020093-na
Home Office Ryzen APU,Video Card,Missing,No Link
Home PC for my mother,Video Card,Missing,No Link
Home Server v3,CPU,Missing,No Link
Home Server v3,Power Supply,Unknown,https://pcpartpicker.com/product/dDH48d/corsair-tx550m-gold-550-w-80-gold-certified-semi-modular-atx-power-supply-cp-9020133-na
Home Server v3,Video Card,Missing,No Link
Home X=plane 12 Sim,Power Supply,Unknown,https://pcpartpicker.com/product/X9XV3C/thermaltake-toughpower-gf-a3-snow-1050-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-1050fnfagu-n
Honda NSX,Power Supply,Unknown,https://pcpartpicker.com/product/RYH8TW/evga-supernova-750-g5-750-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0750-x1
Hubble Bubble Tower 300,Case,Unknown,https://pcpartpicker.com/product/kczXsY/thermaltake-the-tower-300-hydrangea-microatx-mini-tower-case-ca-1y4-00sfwn-00
Hubble Bubble Tower 300,Power Supply,Unknown,https://pcpartpicker.com/product/jfHp99/corsair-rm750e-2025-750-w-fully-modular-atx-power-supply-cp-9020295-na
Hubble Bubble Tower 300,Storage,Missing,No Link
Hyperion Beast,Case,Missing,No Link
I have built two of these identical Rigs.,Power Supply,Unknown,https://pcpartpicker.com/product/skrqqs/asus-tuf-gaming-1200g-1200-w-80-gold-certified-fully-modular-atx-power-supply-tuf-gaming-1200g
I9-14900kf,Power Supply,Unknown,https://pcpartpicker.com/product/LPBzK8/msi-mag-a850gl-pcie5-850-w-80-gold-certified-fully-modular-atx-power-supply-mag-a850gl-pcie5-white
Iceburger,Power Supply,Unknown,https://pcpartpicker.com/product/LPBzK8/msi-mag-a850gl-pcie5-850-w-80-gold-certified-fully-modular-atx-power-supply-mag-a850gl-pcie5-white
Industrial/clean 3rd gen i7,Motherboard,Missing,No Link
